id,name,description,website,address,city,country,latitude,longitude,banner_url,opening_hours,owner_id,created_at,updated_at
1a5d6bcd-bbfd-4b2d-9b5d-ab8dfbbd4be5,Titanic (Pitbull Vienna),"Historic gay club established in 1982, especially popular with bears, leather lovers, and butch aesthetics. Underground club specializing in masculine-themed parties with bold, unapologetic atmosphere and body-positive environment.",https://titanic.at,Theobaldgasse 11,Vienna,Austria,48.1956,16.3545,,,,2025-12-09T10:00:00Z,2025-12-09T10:00:00Z
1a6d6bcd-bbfd-4b2d-9b5d-ab8dfbbd4be6,Mango Bar,"Popular gay bar in Naschmarkt district, operating since 1981. Known for regular events, drink specials, young lively crowd, private outdoor space, and designated smoking area. Hosts themed nights and DJ events.",,Laimgrubengasse 3,Vienna,Austria,48.1985,16.3598,,,,2025-12-09T10:00:00Z,2025-12-09T10:00:00Z
1a8d6bcd-bbfd-4b2d-9b5d-ab8dfbbd4be8,Rosa Lila Villa,"Iconic LGBTQ+ community center and cornerstone for lesbian visibility since 1982. Historic painted building serving as cultural and political hub for queer activism, safe spaces, and community events. Houses multiple organizations including Villa Vida café.",https://dievilla.at,Linke Wienzeile 102,Vienna,Austria,48.1956,16.3556,,,,2025-12-09T10:00:00Z,2025-12-09T10:00:00Z
6c9e4501-bf18-44a1-9bb1-169c5880824b,Vorspiel,"Cozy and intimate LGBTQ+ cocktail bar in Vienna's Neubau district. Known for friendly atmosphere, creative drink menu, and perfect spot for relaxed evenings or casual date nights.",,"Kaiserstraße 57, 1070 Wien",Vienna,Austria,48.205,16.35,,,,2025-12-09T10:00:00Z,2025-12-09T10:00:00Z
0227fc89-a967-43e5-b33d-1889301572cd,Augenblick,"LGBT-friendly café-bar with mixed clientele in a traditional historical 19th-century building. Run by former Cheri owners, features beautiful terrace, game evenings, and vernissages.",https://www.augenblick-1070.at,"Schottenfeldgasse 92, 1070 Wien",Vienna,Austria,48.202,16.348,,"Mon-Sat 15:00-24:00, Sun closed",,2025-12-09T10:00:00Z,2025-12-09T10:00:00Z
0e65cf62-c181-496c-bfd0-c54bf3935cff,Café Rifugio,"Small friendly gay café bar beloved by Vienna's mature local crowd. Features warm atmosphere, delicious affordable wine, and daily happy hour with specially priced drink of the day.",https://www.cafe-rifugio.at,"Schönbrunner Straße 10, 1050 Wien",Vienna,Austria,48.192,16.358,,"Daily 10:00-22:00, Happy Hour 15:00-20:00",,2025-12-09T10:00:00Z,2025-12-09T10:00:00Z
3bef74ca-5467-4e62-a01e-cb30e979ca55,The Hive,"Renovated and redesigned successor to Red Carpet bar. Largest queer pub in the district featuring dance floor in cellar, brand-new outdoor area, coffees, cocktails, and Austrian cuisine until 21:00.",https://www.the-hive.at,"Magdalenenstraße 2, 1060 Wien",Vienna,Austria,48.1985,16.3545,,"Sun-Thu 17:00-02:00, Fri-Sat 17:00-04:00, Club Sat 23:00-04:00",,2025-12-09T10:00:00Z,2025-12-09T10:00:00Z
03146daf-3d4d-4a53-8c7c-ef63646b136a,Palmenhaus,"Gay-friendly brasserie, café and bar housed in a stunning Jugendstil glasshouse (former imperial greenhouse from 1822) in the Burggarten. Features 15-meter high ceilings, exotic plants, and Friday DJ sets.",https://www.palmenhaus.at,"Burggarten 1, 1010 Wien",Vienna,Austria,48.204,16.367,,"Mon-Fri 10:00-23:00, Sat-Sun 09:00-23:00, Kitchen until 21:30",,2025-12-09T10:00:00Z,2025-12-09T10:00:00Z
50c8bb9e-66c5-4ab1-85c2-d3d57541dcbb,Café Savoy,"Historic gay-friendly Viennese coffeehouse dating back to imperial times on Naschmarkt. Features Europe's largest mirrors outside Versailles, baroque decor, and pleasant outdoor terrace.",https://www.cafe-savoy.at,"Linke Wienzeile 36, 1060 Wien",Vienna,Austria,48.1985,16.36,,,,2025-12-09T10:00:00Z,2025-12-09T10:00:00Z
9b092db9-6640-4d6f-b622-bf8ee4337154,Café Willendorf,"Queer community café and restaurant at the Türkis Rosa Lila Villa. Offers tasty cakes from Fett+Zucker, vegetarian-heavy lunch and dinner menus, cocktails, and famous Queen's Brunch with drag performances on Sundays.",https://www.cafe-willendorf.at,"Linke Wienzeile 102, 1060 Wien",Vienna,Austria,48.1956,16.3556,,Queen's Brunch on Sundays,,2025-12-09T10:00:00Z,2025-12-09T10:00:00Z
277036b8-3a19-495b-bafc-d12744931ba3,Café Rüdiger,Gay bar and café operating Friday and Saturday nights from midnight. Known for welcoming atmosphere and regular gay events in Vienna's 5th district.,http://caferüdiger.at,"Rüdigergasse 14, 1050 Wien",Vienna,Austria,48.188,16.362,,Fri-Sat from midnight,,2025-12-09T10:00:00Z,2025-12-09T10:00:00Z
b0c613d7-2092-42b5-bc94-a0f5d0e9a188,Vienna Schick Bar,"Cozy gay-friendly bar with relaxed atmosphere under new management. Features diverse mixed crowd, private parties, special events, dog-friendly lounge, and art gallery vibes. Located in Wieden district.",,"Schikanedergasse 5, 1040 Wien",Vienna,Austria,48.193,16.37,,"Mon-Thu 19:30-00:00, Fri-Sat 19:30-02:00",,2025-12-09T10:00:00Z,2025-12-09T10:00:00Z
b1689a7b-e33b-4ff1-ae1b-2d628b85abea,F56 - FFIFTYSIX,"Vienna's largest gay cruising and fetish bar on 300m² with 'We Are Sex' motto. Features large bar, smoking/non-smoking areas, darkroom, glory hole, gang-bang platform, cabins, slings, gyn chairs, rinsing facilities. Strict dresscode on themed nights.",https://www.f56.at,"Florianigasse 56, 1080 Wien",Vienna,Austria,48.213,16.343,,"Fri-Sat 21:00-04:00, Sun 19:00-03:00",,2025-12-09T10:00:00Z,2025-12-09T10:00:00Z
5c1ff5cf-01a3-453c-b7f6-04e5c2978030,Hard On Vienna,"Non-profit fetish club of LMC Vienna (Leather & Motorbike Community). Members-only playground for fetish-interested gay men, exclusively run by volunteers. Prior online registration required. Themed nights with specific dresscodes.",https://www.lmc-vienna.com/hard-on/,"Hamburgerstraße 4, 1050 Wien",Vienna,Austria,48.19,16.356,,"Fri-Sat 23:00-04:00, Sun 18:00-24:00 (entry until 02:00)",,2025-12-09T10:00:00Z,2025-12-09T10:00:00Z
6c60df1d-2a61-4bbb-9cff-d714f9b7aa69,Römersauna,"Vienna's most modern gay sauna since 2014 renovation. On 2 floors with Finnish sauna, steam bath, massage, 2 cruising areas, bar, restaurant, mini maze, sling room. Monthly Römerfest party and themed days (Hairy Tuesdays, XL Fridays). Ancient Rome decor.",https://roemersauna.at,"Rüdigergasse 2, 1050 Wien",Vienna,Austria,48.1885,16.3545,,"Mon-Thu 11:00-23:00, Fri 11:00-non-stop, Sat non-stop, Sun until 23:00",,2025-12-09T10:00:00Z,2025-12-09T10:00:00Z
fe984282-9117-49f3-9b8a-f12feb9ae77e,Apollo City Sauna,"Vienna's oldest gay sauna running since 1989 (29+ years). Popular with bears, butches, mature men. Features 2 floors on 370m², Finnish sauna, steam bath, swimming pool, bar & lounge, cruising area, sling, darkroom, private cabins. Saturday Diversity Day for couples.",http://www.apollosauna.at,"Wimbergergasse 34, 1070 Wien",Vienna,Austria,48.203,16.342,,Daily 14:00-02:00,,2025-12-09T10:00:00Z,2025-12-09T10:00:00Z
65cf60db-f899-412a-9861-e03ba899cf9e,Sportsauna,"Well-maintained air-conditioned gay sauna and steam room in the 8th district. Features free Wi-Fi, bar area with no entry fee. Known as one of Vienna's 4 main gay saunas.",,"Albertgasse 26, 1080 Wien",Vienna,Austria,48.212,16.345,,,,2025-12-09T10:00:00Z,2025-12-09T10:00:00Z
da5dfcff-f79c-41db-b7d9-713be798f8af,Kino-Labyrinth / Man for Man,"Vienna's largest gay cruising cinema and sex shop. Features cinema showing porn, cruising maze, cabins, and Sunday evening naked party. Admission €8.50-12. Located in Margareten district.",,"Hamburgerstraße 8, 1050 Wien",Vienna,Austria,48.1895,16.3555,,"Mon-Tue 11:00-21:00, Wed-Thu 11:00-22:00, Fri-Sat 11:00-23:00, Sun 14:00-23:00",,2025-12-09T10:00:00Z,2025-12-09T10:00:00Z
eb185635-129d-4af3-aa1b-c118a6c7cebd,Heaven Vienna,"One of Vienna's most glamorous queer event brands. Legendary LGBTQ+ parties with high production values, top DJs, spectacular drag performances, themed events. Attracts international fashion-forward crowd. Venues vary across Vienna's stylish locations.",,Various venues across Vienna,Vienna,Austria,48.2082,16.3738,,Event-based schedule,,2025-12-09T10:00:00Z,2025-12-09T10:00:00Z
0bbe4766-503a-4c16-aa30-6a7b716174b0,Kibbutz Klub,"Unforgettably gritty queer party series held in abandoned U-Bahn station. Known for Eurotrash and Israeli hits, wild atmosphere, and diverse crowd. One of Vienna's most unique underground LGBTQ+ party experiences.",,Various locations including abandoned U-Bahn stations,Vienna,Austria,48.2082,16.3738,,Event-based schedule,,2025-12-09T10:00:00Z,2025-12-09T10:00:00Z
e82258ac-0eb2-4c13-bfd2-a5c8947c31a7,Bar Italia,Italian bar and restaurant in Vienna. Requires additional research for detailed information.,,,Vienna,Austria,48.2082,16.3738,,,,2025-12-09T10:00:00Z,2025-12-09T10:00:00Z
d2ed36fe-6570-4a2e-b259-93d851f6ff05,Black Market,Club or bar venue in Vienna. Requires additional research for detailed information.,,,Vienna,Austria,48.2082,16.3738,,,,2025-12-09T10:00:00Z,2025-12-09T10:00:00Z
5d703402-bc63-4d4e-820a-6934394a79dd,Camera Club,Club venue in Vienna. Requires additional research for detailed information.,,,Vienna,Austria,48.2082,16.3738,,,,2025-12-09T10:00:00Z,2025-12-09T10:00:00Z
9a91febb-1bb4-4ee4-9420-c2cbd1824c01,Cella Vie Club,Club venue in Vienna. Requires additional research for detailed information.,,,Vienna,Austria,48.2082,16.3738,,,,2025-12-09T10:00:00Z,2025-12-09T10:00:00Z
159c57a1-5a06-4925-a941-6acaf9c78cd0,Celeste,Bar or club venue in Vienna. Requires additional research for detailed information.,,,Vienna,Austria,48.2082,16.3738,,,,2025-12-09T10:00:00Z,2025-12-09T10:00:00Z
00767876-dfae-4d48-9f5c-b48c9dea208e,Champions Sports Bar,Sports bar venue in Vienna. Requires additional research for detailed information.,,,Vienna,Austria,48.2082,16.3738,,,,2025-12-09T10:00:00Z,2025-12-09T10:00:00Z
c7eb776f-0dab-42d5-9733-b5c0d42ab9ae,Chaya Fuera,Bar or club venue in Vienna. Requires additional research for detailed information.,,,Vienna,Austria,48.2082,16.3738,,,,2025-12-09T10:00:00Z,2025-12-09T10:00:00Z
3fed48e9-234f-479e-b3eb-355ce0ad1c61,Club 1019,Club venue in Vienna. Requires additional research for detailed information.,,,Vienna,Austria,48.2082,16.3738,,,,2025-12-09T10:00:00Z,2025-12-09T10:00:00Z
0c34ce8c-6916-4ab1-846f-623507e73d85,Club Porgy & Bess,"Jazz and music club in Innere Stadt, one of the top ten jazz clubs in Europe. Features diverse program with live music daily. Office hours for tickets Monday-Friday 10:00-15:00.",https://www.porgy.at,Riemergasse 11,Vienna,Austria,48.2089,16.3789,,"Mon-Thu 16:00-00:00, Fri 16:00-02:00, Sat 17:00-02:00, Sun 17:00-00:00",,2025-12-09T10:00:00Z,2025-12-09T10:00:00Z
f11b5e21-d3b3-4a04-8e2b-422445361362,Club U,Small student-favourite bar-club in Otto Wagner Pavilion Art Nouveau building at Karlsplatz. Wide range of events with music from Soul to Hip-Hop and Techno. Features wonderful outdoor seating area with regular DJs.,https://club-u.at,"Karlsplatz, K�nstlerhauspassage",Vienna,Austria,48.2007,16.3723,,"Mon-Wed 09:00-01:00, Thu-Sun 09:00-04:00",,2025-12-09T10:00:00Z,2025-12-09T10:00:00Z
0be2d3ac-7852-4c48-9b7f-e8ceda3408c9,Club Village,Club venue in Vienna. Requires additional research for detailed information.,,,Vienna,Austria,48.2082,16.3738,,,,2025-12-09T10:00:00Z,2025-12-09T10:00:00Z
57452413-ed41-4d3c-bf67-a4b381ccf0ed,Club X,Club venue in Vienna. Requires additional research for detailed information.,,,Vienna,Austria,48.2082,16.3738,,,,2025-12-09T10:00:00Z,2025-12-09T10:00:00Z
a10a8800-a5e2-499f-993b-5e3901696e87,Club Schwarzenberg (now Inc.),"Hip-hop club located at Schwarzenbergplatz, formerly known as Club Schwarzenberg. Part of the Horst Group. Features electronic and hip-hop music across multiple floors with regular DJ events and themed parties.",https://www.inc.wien,Schwarzenbergplatz 7,Vienna,Austria,48.1995,16.3767,,"Tue 23:00-06:00, Thu-Sat 23:00-06:00, Closed Wed, Sun, Mon",,2025-12-09T10:00:00Z,2025-12-09T10:00:00Z
3d8ec1f5-7c91-434e-aacd-94883eebd051,Danz�n,Bar or club venue in Vienna. Requires additional research for detailed information.,,,Vienna,Austria,48.2082,16.3738,,,,2025-12-09T10:00:00Z,2025-12-09T10:00:00Z
d8a8eb93-d827-4fb2-9b0e-eabea62f8bcf,DonauTechno,Techno venue in Vienna. Requires additional research for detailed information.,,,Vienna,Austria,48.2082,16.3738,,,,2025-12-09T10:00:00Z,2025-12-09T10:00:00Z
a4f8de56-87d8-4d55-be8c-9e0eb1f3fdd4,Eden Bar,Bar venue in Vienna. Requires additional research for detailed information.,,,Vienna,Austria,48.2082,16.3738,,,,2025-12-09T10:00:00Z,2025-12-09T10:00:00Z
2e597867-b38d-4f6e-9ccd-845867395e64,Elektro G�nner,Electronic music venue in Vienna. Requires additional research for detailed information.,,,Vienna,Austria,48.2082,16.3738,,,,2025-12-09T10:00:00Z,2025-12-09T10:00:00Z
fa094d5f-c612-4dc3-b376-229fcc674118,Exil,Club or bar venue in Vienna. Requires additional research for detailed information.,,,Vienna,Austria,48.2082,16.3738,,,,2025-12-09T10:00:00Z,2025-12-09T10:00:00Z
83d3ea2a-98e0-4523-b386-b7024d534f4e,Fanialive,Live music venue in Vienna. Requires additional research for detailed information.,,,Vienna,Austria,48.2082,16.3738,,,,2025-12-09T10:00:00Z,2025-12-09T10:00:00Z
ffe258f8-ef5b-40ef-b174-d58d11411edd,First Floor,Bar or club venue in Vienna. Requires additional research for detailed information.,,,Vienna,Austria,48.2082,16.3738,,,,2025-12-09T10:00:00Z,2025-12-09T10:00:00Z
e77748ba-6542-40b2-aac3-faef6263b7db,Fitzcarraldo Speakeasy,Hidden speakeasy bar accessed via a vending machine in Neubaugasse. Features Art Deco furnishings with fanciful jungle plant wallpaper. Known for classic and signature cocktails expertly crafted by talented mixologists. Ages 21+ only.,https://www.fitzcarraldo-bar.com,Neubaugasse 38/1,Vienna,Austria,48.1989,16.3534,,"Tue-Thu 20:00-00:00, Fri-Sat 20:00-02:00, Sun-Mon Closed",,2025-12-09T10:00:00Z,2025-12-09T10:00:00Z
608c1d91-c97e-47c6-ba0c-18a29224cbf3,Flex Café,"Extended café area of the legendary Flex club, with its own well-frequented dance floor. Located in a disused metro tunnel by the Danube Canal. Part of one of Europe's best-known clubs.",https://flex.at,Augartenbrücke 1,Vienna,Austria,48.2269,16.3839,,"Tue 21:00-06:00, Thu-Sat 21:00-06:00, Closed Mon, Wed, Sun",,2025-12-09T10:00:00Z,2025-12-09T10:00:00Z
1065a0fa-bd37-4dcc-979d-8057520163a1,Flex Halle,"Main hall of the legendary Flex club, founded in 1990 and relocated to a disused metro tunnel by the Danube Canal in 1995. One of the best-known clubs in Europe, hosting concerts, club nights, and DJ performances.",https://flex.at,Augartenbrücke 1,Vienna,Austria,48.2269,16.3839,,Hours vary by event schedule,,2025-12-09T10:00:00Z,2025-12-09T10:00:00Z
e9528e96-9ed6-4467-96db-b2269fe3e656,Flucc,Established fixture on Vienna's nightlife and music scene with legendary program presenting national and international DJs. The aboveground Flucc serves as a café and cultural point. Located at Praterstern.,https://flucc.at,Praterstern 5,Vienna,Austria,48.2108,16.392,,Daily 18:00-04:00,,2025-12-09T10:00:00Z,2025-12-09T10:00:00Z
9d88912e-8ef5-422f-9a49-470f9556fa4b,Flucc Wanne,"Underground party space beneath Flucc, offering space for parties with national and international DJs. Part of Vienna's established nightlife scene at Praterstern.",https://flucc.at,Praterstern 5,Vienna,Austria,48.2108,16.392,,Daily 18:00-04:00,,2025-12-09T10:00:00Z,2025-12-09T10:00:00Z
62232e2b-9a35-4e98-a6a5-77311bce9810,Futuregarden,"Exciting art space mixing bar and club in Vienna's hip 6th district. Features affordable snacks, large selection of beers and spirits, exclusively Austrian wines. Hosts presentations by young artists including music, videos, vernissages and parties.",https://www.facebook.com/futuregarden,Schadekgasse 6,Vienna,Austria,48.1978,16.3512,,"Summer: Mon-Thu 17:00-02:00, Fri-Sat 17:00-04:00, Sun 19:00-01:00; Winter: Mon-Thu 18:00-02:00, Fri-Sat 18:00-04:00, Sun 19:00-01:00",,2025-12-09T10:00:00Z,2025-12-09T10:00:00Z
fc93edcf-5dd2-4f40-87af-817baa4ec5dc,G.Spot,Gay club venue located at Camera Club in Vienna's 7th district (Neubau). Operates on the first Friday of the month starting at 21:00. Part of Vienna's LGBTQ+ nightlife scene.,,Neubaugasse 2,Vienna,Austria,48.2014,16.3534,,First Friday of month from 21:00,,2025-12-09T10:00:00Z,2025-12-09T10:00:00Z
d2d3f91c-caba-4f30-b32f-d3df0365742f,Goodmann,"After-hours venue near Naschmarkt, opening when other establishments close. Functions as restaurant, bar and nightclub. Features two bars, dance floor, and lounge area. Serves Viennese, international and seasonal cuisine from 02:00-10:00.",https://goodmann.at,Rechte Wienzeile 23,Vienna,Austria,48.1978,16.3634,,"Wed-Sun from 03:00, Disco 02:00-10:00",,2025-12-09T10:00:00Z,2025-12-09T10:00:00Z
6c3dfe89-3256-4bba-8d3c-a5b89e116d75,Hades,"Bar-Café and cocktail bar located in Innere Stadt (1st district), Vienna's central district with high concentration of bars and clubs. Known for its urban nightlife atmosphere.",https://www.iamhades.at,Karlsplatz 5,Vienna,Austria,48.2007,16.3723,,,,2025-12-09T10:00:00Z,2025-12-09T10:00:00Z
eccbcefe-5738-4f2c-9b68-c213b94b17df,Half Moon Club,"Note: Half Moon Club is located in Salzburg, not Vienna. Major nightclub in Salzburg's historic old town featuring two floors with lounge and club areas. Open Friday and Saturday nights.",https://www.halfmoon.at,Gstättengasse 4-6,Salzburg,Austria,47.8011,13.0448,,Fri-Sat 22:00-05:00,,2025-12-09T10:00:00Z,2025-12-09T10:00:00Z
e8bd1312-5573-48ee-99ad-5c9fd15b3884,Heidi – Das Chalet am Ring,Champagne club in Vienna's first district featuring chalet-style décor. Opened March 2022. Located at Opernring with capacity for up to 500 people for exclusive events. Open primarily on weekend nights.,https://www.instagram.com/heidi.vienna,Opernring 11,Vienna,Austria,48.2018,16.3689,,Primarily Friday and Saturday nights,,2025-12-09T10:00:00Z,2025-12-09T10:00:00Z
07f59131-82ae-42a7-8be9-7642154e4847,Inc.,"Hip-hop club located at Schwarzenbergplatz, formerly known as Club Schwarzenberg. Part of the Horst Group. Features electronic and hip-hop music across multiple floors with regular DJ events and themed parties.",https://www.inc.wien,Schwarzenbergplatz 7,Vienna,Austria,48.1995,16.3767,,"Tue 23:00-06:00, Thu-Sat 23:00-06:00, Closed Wed, Sun, Mon",,2025-12-09T10:00:00Z,2025-12-09T10:00:00Z
1a93180a-b71c-4e3e-a23d-13cb8caeea69,Jazzland,Vienna's oldest jazz club in rustic cellar under Ruprechtskirche. Operating since 1972. Features live jazz performances in three sets from 21:00-01:00. Cash only venue with intimate atmosphere.,https://www.jazzland.at,Franz-Josefs-Kai 29,Vienna,Austria,48.2148,16.3747,,"Mon-Sat 19:00-04:00, Sun Closed",,2025-12-09T10:00:00Z,2025-12-09T10:00:00Z
6638e03e-c266-4dba-906d-6e4471d5bdca,Ken Club,"Vibrant roaming dance party event in Vienna drawing energetic crowds of young gays, lesbians, and friends. Features dynamic playlist spanning pop, trash, 80s, 90s, and house music. Venues and schedules vary by event.",https://www.kenclub.at,Various locations,Vienna,Austria,48.2082,16.3738,,"Event-based, check website",,2025-12-09T10:00:00Z,2025-12-09T10:00:00Z
22c9aba2-e5b8-47d0-8717-50eb07c1e323,Kleinod Stadtgarten,Exquisite dining and bar experience in beautiful garden setting at the entrance of Stadtpark in Vienna's city center. Features outdoor seating in scenic location with quality food and drinks.,https://kleinod-stadtgarten.wien,Johannesgasse 33,Vienna,Austria,48.2034,16.3789,,Daily 12:00-00:00,,2025-12-09T10:00:00Z,2025-12-09T10:00:00Z
775e0abd-9917-4c06-b70f-b10b00342ea7,Kramladen,"Leading venue in Vienna's underground music scene since 2015. Set within unique underground arches (U-Bahnbogen), featuring live concerts across various genres including electronic, rock, and indie music. Hosts thousands of alternative events.",https://www.kramladenvienna.at,U-Bahnbogen 39-40,Vienna,Austria,48.2189,16.3401,,"Mon-Tue 20:00-04:00, Wed-Sat 20:00-06:00",,2025-12-09T10:00:00Z,2025-12-09T10:00:00Z
